t,subject_id,elicitation,age,gender,date,reaction_time,choice,choice_maximizing_utility,probabilities,rewards,outcome,cf_outcome,key_pressed,cond,session
0,8,0,,male,2019-05-09_12:00,0.2841535790357739,2,0,"[[0.4 0.6]
 [0.6 0.4]]","[[-1  1]
 [-1  1]]",1,1,right,2,0
1,8,0,,male,2019-05-09_12:00,0.1257598369847983,1,1,"[[0.3 0.7]
 [0.7 0.3]]","[[-1  1]
 [-1  1]]",-1,1,right,1,0
2,8,0,,male,2019-05-09_12:00,0.23080457106698304,2,0,"[[0.2 0.8]
 [0.8 0.2]]","[[-1  1]
 [-1  1]]",-1,1,right,0,0
3,8,0,,male,2019-05-09_12:00,0.291119231027551,1,-1,"[[0.5 0.5]
 [0.5 0.5]]","[[-1  1]
 [-1  1]]",-1,-1,right,3,0
0,8,0,,male,2019-05-09_12:00,1,1,"[[0.4 0.6]
 [0.6 0.4]]","[[-1  1]
 [-1  1]]",1,-1,left,2,1
1,8,0,,male,2019-05-09_12:00,2,0,"[[0.3 0.7]
 [0.7 0.3]]","[[-1  1]
 [-1  1]]",1,1,left,1,1
2,8,0,,male,2019-05-09_12:00,1,1,"[[0.2 0.8]
 [0.8 0.2]]","[[-1  1]
 [-1  1]]",1,-1,left,0,1
3,8,0,,male,2019-05-09_12:00,2,-1,"[[0.5 0.5]
 [0.5 0.5]]","[[-1  1]
 [-1  1]]",-1,-1,left,3,1
